owner_name,address,city,parcel_id,lot_number,sale_date,sale_price,property_type,bedrooms,bathrooms,square_feet,year_built,sale_price_clean,county,scrape_date,scrape_timestamp
"BARREIRO MICHAEL &
JENNIFER LIV TRUST",7084 BIG OAK LN,Unincorporated (000),082M A 01700 000,0117,2/28/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BARRETT FAM 2025 CP TRUST,1050 FALLING LEAF CIR,Brentwood (086),028B A 03600 000,0075,3/28/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BARRETT IDA F,697 WATSON BRANCH DR,Franklin (263264),079P A 01400 000,0192,12/10/2025,"$620,000",,,,,,620000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARRIAULT CORY &
BUTTREY KERI",7141 CEDARCREST LN,Fairview (255),042I B 01000 000,0010,10/15/2025,"$387,000",,,,,,387000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARRICK SCOTT &
MICHELLE FAM TRUST",6737 SCHWARTZ WAY,Unincorporated (000),157 03607 000,0103,11/21/2025,"$2,350,123",,,,,,2350123.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARR JESSICA &
BARR STEPHAN",6504 STARGAZER LN,Unincorporated (000),157 00309 000,0006,5/13/2025,"$1,799,999",,,,,,1799999.0,Williamson,2026-01-20,2026-01-20 23:01:29
BARR KIMBERLY RUTH,3005 CANAL ST,Unincorporated (000),058B C 00100 000,,10/30/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARRY DANIEL ERIN &
EILEEN ANN LIV TRUST",1202 CHAMPIONSHIP BLVD,Franklin (263967),077F K 00500 000,1939,7/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARRY JOHN &
BARRY CASSANDRA",6551 KELLEYS PLACE,Unincorporated (000),116J B 02200 000,0422,8/15/2025,"$1,260,000",,,,,,1260000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARRY JOSEPH &
BARRY CHRISTINE",7006 SOUTHVALE BLVD,Franklin (263967),117I H 00100 000,0001,4/2/2025,"$1,644,985",,,,,,1644985.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARRY MARK &
BARRY LISA",1025 CAMLEY ST,Franklin (263967),064N E 06300 000,2514,3/6/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARRY WILLIAM &
BARRY ALEXANDRA",5521 DUQUETTE DR,Unincorporated (000),116G A 00500 000,,9/19/2025,"$1,225,000",,,,,,1225000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARTEK TN COMMUNITY PROP TRUST &
BARTEK MARY TERESA REV TRUST",8265 HALEY LN,Unincorporated (000),113 08804 000,,4/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARTELT JOHN &
SCHNEIDER ELIZABETH",1070 HIGHLAND RD,Brentwood (086),012P C 00500 000,0005,4/17/2025,"$1,139,000",,,,,,1139000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BARTHOLOMEW FAM TRUST,7287 ORRINSHIRE DR,Fairview (255),021L A 01900 000,0019,10/30/2025,"$1,199,900",,,,,,1199900.0,Williamson,2026-01-20,2026-01-20 23:01:29
BARTLEY FAM TRUST,TRINITY RD,Unincorporated (000),087 00109 000,TR 1,11/12/2025,"$1,700,000",,,,,,1700000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BARTON RICHARD &
BARTON SARAH",1650 TOWNSEND BLVD,Franklin (263967),077C H 02000 000,1510,4/21/2025,"$1,350,000",,,,,,1350000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BASAVARAJ PRAVEEN &
MARAVANTHE ASHWINI VENKATESH",824 SUGARBUSH LN,Spring Hill (701),166G F 00600 000,0166,3/28/2025,"$659,484",,,,,,659484.0,Williamson,2026-01-20,2026-01-20 23:01:29
BASEY KELLY,107 SWAIN CIR,Franklin (263967),106P J 06100 000,,3/13/2025,"$710,000",,,,,,710000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BASHAR MASUM &
RAHMAN MD SAYEDUR",804 BROWNSTONE CT,Nolensville (535),056E C 00800 000,0008,9/18/2025,"$565,000",,,,,,565000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BASHIPAKA STEPHEN &
BASHIPAKA SARAH MAE",409 CHELSEY CV,Franklin (263264),089B G 01400 000,0514,11/7/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BASKIN AUSTIN REED &
BASKIN ERIN CLARK",349 STEPHENS VALLEY BLVD,Unincorporated (000),015F E 04900 000,0649,9/26/2025,"$2,800,000",,,,,,2800000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BASSO MARCIA J REV LIV TRUST,513 FOXCROFT CIR,Franklin (263264),062J A 05500 000,0017,9/2/2025,"$750,000",,,,,,750000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BASS SHELLY R,368 PENNYSTONE CIR,Franklin (263967),061F B 02700 000,,8/14/2025,"$1,000,000",,,,,,1000000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BATCHELDER KATHLEEN MUSGRAVE &
BATCHELDER MICHAEL JACK",GILES HILL RD,Unincorporated (000),173 01501 000,TR1,2/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BATEMAN AVENUE RESIDENCE TRUST,204 BATEMAN AVE,Franklin (263967),054P B 09200 000,0101,12/6/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BATES MARGOT H,1503 SUNSET DR,Franklin (263264),078N D 02800 000,0002,9/12/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BATRA AVINAV V &
FLOWERS ALEXIS M",6401 WATERFORD DR,Brentwood (086),012I B 01500 000,0009,2/6/2025,"$1,330,000",,,,,,1330000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BATTAGLIA JOSEPH &
HESTER TAMARA MAUREEN",1085 SOUTHBROOKE BLVD,Franklin (263967),117I F 03400 000,0154,8/4/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BATTLE WILLIAM ROBERT IV &
BATTLE SOFIA",2004 BREWSTER DR,Franklin (263967),080H C 01500 000,0620,5/2/2025,"$995,000",,,,,,995000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BATTLEWOOD LAND TRUST,721 LEGENDS CREST DR,Unincorporated (000),037G B 00500 000,0420,3/5/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BAT TN TRUST,2550 SNOWBIRD HOLLOW RD,Unincorporated (000),118 02005 000,,1/31/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUCHMANN SCOTT &
BAUCHMANN JULIE",1729 COACHMANS CT,Brentwood (086),054K B 00700 000,0082,6/24/2025,"$1,050,000",,,,,,1050000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUDUCCO PAUL C &
BAUDUCCO KATHY",2733 BRAMBLEWOOD LN,Thompson's Station (718),145F F 02300 000,1423,5/20/2025,"$567,000",,,,,,567000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUER CHRISTOPHER &
ROSSO MARIANA PAGAN",768 ALAMEDA AVE,Nolensville (535),033K A 00700 000,0040,10/24/2025,"$1,525,000",,,,,,1525000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUGH JOHN D &
BAUGH KATHLEEN E",625 PLOUGHMANS BEND DR,Franklin (263264),063F A 00400 000,0042,8/27/2025,"$1,220,000",,,,,,1220000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BAUGH JOHN T III TRUST,1816 BRENTWOOD POINTE,Franklin (263264),053G A 00202C016,1816,10/3/2025,"$455,000",,,,,,455000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUMAN DAVID A &
BAUMAN ELISA",1556 WHITE BARN WAY,Brentwood (086),054B F 02400 000,0024,11/12/2025,"$2,750,000",,,,,,2750000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUMGARDT TYLER JAMES &
BAUMGARDT TRISHA LYNN",4812 WOODROW PLACE,Unincorporated (000),109K G 00100 000,1301,6/10/2025,"$2,099,773",,,,,,2099773.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUR CHAD &
BAUR GIANNA",7437 ATWATER CIR,Fairview (255),042F F 03000 000,,3/6/2025,"$824,732",,,,,,824732.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUR TIFFINEY &
BAUR JOHN",807 GRANVILLE RD,Franklin (263264),063J E 00100C049,0807,9/24/2025,"$200,000",,,,,,200000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAUR TIMOTHY KEVIN &
BAUR THEA MOORE",275 GILLETTE DR,Unincorporated (000),038F B 00500 000,1213,8/1/2025,"$1,650,000",,,,,,1650000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BAWCUM FAM TRUST,4923 BETHESDA-DUPLEX RD,Unincorporated (000),165 05504 000,0001,2/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BAWCUM FAM TRUST,4927 BETHESDA-DUPLEX RD,Unincorporated (000),165 05502 000,0002,2/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAXTER DONALD &
BAXTER NATASSIA",593 DUNMEYER CT,Nolensville (535),058J A 03000 000,0101,5/7/2025,"$950,000",,,,,,950000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAXTER JENNIFER &
BAXTER THOMAS M",706 FONTWELL LN,Franklin (263967),106N C 04000 000,1014,10/24/2025,"$925,000",,,,,,925000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAYONA MARIO ERNESTO &
BAYONA LISA MARIE",8320 SOLSTICE DR,Unincorporated (000),142K E 02600 000,17026,7/11/2025,"$6,000,008",,,,,,6000008.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BAYS ADAM &
BAYS CHRISTINA",262 ROCK CRESS RD,Unincorporated (000),109E D 01700 000,0517,3/31/2025,"$1,145,000",,,,,,1145000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BBC TRUST,2799 WARWICK CT,Spring Hill (701),153M C 01500 000,0060,8/18/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BB PROP TRUST,5013 W CONCORD RD,Brentwood (086),028N C 01200 000,0064,10/14/2025,"$999,000",,,,,,999000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BCB TRUST,1870 SUGAR RIDGE RD,Unincorporated (000),152 04900 000,,3/6/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BC FAMILY TRUST,CASPARIS RD,Unincorporated (000),128 03201 000,,10/20/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BC FAMILY TRUST,3966 CASPARIS RD,Unincorporated (000),128 03200 000,,10/20/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BCHARA DANI &
SCHULZE ALLISON",2019 CONGRESS DR,Franklin (263967),077K A 00900 000,,4/4/2025,"$1,264,950",,,,,,1264950.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEAINI FAM TRUST,1538 LOST HOLLOW DR,Brentwood (086),034P B 01000 000,0101,5/13/2025,"$912,000",,,,,,912000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEALE MONA WALKER LIV TRUST,401 DAFFODIL CT,Franklin (263967),077E D 02600 000,0033,1/27/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEAM BRADLEY B JR,3109 SETTING SUN DR,Thompson's Station (718),132H Q 01500 000,0240,3/17/2025,"$515,000",,,,,,515000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEAN KIMBERLY M &
BEAN TRUMAN",403 FOXBOROUGH SQ W,Brentwood (086),012N A 02800C018,0403,2/11/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEARDEN JAMES W &
BEARDEN SHEILA S",1550 WHITE BARN WAY,Brentwood (086),054B F 02100 000,0021,11/17/2025,"$2,600,000",,,,,,2600000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEARDEN MICHAEL DAVID &
BEARDEN BETH M",8090 SUNRISE CIR,Franklin (263264),053 09910C009,8090,8/7/2025,"$606,500",,,,,,606500.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEARDEN STEPHEN &
BEARDEN LAURA",1405 GOVERNORS RIDGE CT,Franklin (263264),089H B 03800 000,1138,5/29/2025,"$975,000",,,,,,975000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEARD FAMILY TRUST,2061 MAPLE LN,Unincorporated (000),108 02900T002,,4/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEARD FAMILY TRUST,2067 MAPLE LN,Unincorporated (000),108 02900T001,,4/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEARD FAMILY TRUST,4063 WILSON PK,Unincorporated (000),108 02900 000,,4/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEARD GINA MARIE,1325 BRANCHSIDE CT,Spring Hill (701),154I F 01300 000,0049,5/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEAROR STEPHEN &
BEAROR MARISSA",7447 ATWATER CIR,Fairview (255),042F F 03300 000,,4/28/2025,"$747,000",,,,,,747000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEASLEY BARI &
BEASLEY CORY",5432 PARKER BRANCH RD,Unincorporated (000),075 07516 000,,7/31/2025,"$2,300,000",,,,,,2300000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEASLEY FAMILY TRUST &
BEASLEY JAMES H JR IRR 2012 GIFT TR",4540 PEYTONSVILLE RD,Franklin (263967),117 03800 000,,8/27/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEASLEY JOEL &
BEASLEY MICHELLE LYN",4041 KATHIE DR,Thompson's Station (718),145H A 01100 000,0013,6/23/2025,"$1,199,990",,,,,,1199990.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEASLEY REV LIV TRUST,3501 GROVE PARK DR,Unincorporated (000),158 01900 000,,10/23/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEATTY COURTNEY,9704 TURNBRIDGE CT,Brentwood (086),034L A 00400 000,0144,12/2/2025,"$950,000",,,,,,950000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEATTY TRAVIS L &
CHERI R LIV TRUST",1003 SPRUCE RIDGE LN,Spring Hill (701),167J C 03400 000,0054,8/11/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEATY MELISSA S,7117 WHEAT RD,Fairview (255),047A B 00100C009,0009,3/28/2025,"$295,000",,,,,,295000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BECERRA LIVING TRUST,255 CIRCUIT RD,Franklin (263967),106K O 01000 000,0026,2/5/2025,"$1,080,000",,,,,,1080000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BECHTEL TN COMM PROP TRUST,6113 BELLE RIVE DR,Brentwood (086),012J A 02600 000,0026,11/7/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BECHTEL WILLIAM &
BRIDGET LIV TRUST",561 BRIXHAM PARK DR,Franklin (263967),052G H 02300 000,1734,8/19/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BECKER LAKEHOUSE LLC,6661 ARNO-ALLISONA RD,Unincorporated (000),157 00204 000,TR1,4/30/2025,"$600,000",,,,,,600000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BECKER TIMOTHY &
BECKER LISA",221 HEATHSTONE CIR,Franklin (263967),052B D 01400 000,1836,5/20/2025,"$955,000",,,,,,955000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BECK GEORGE JOSHUA &
BECK ANDREA YVONNE",1662 GERALDS DR,Brentwood (086),055B D 01500 000,0156,8/22/2025,"$3,348,322",,,,,,3348322.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BECKMAN MATTHEW J &
BECKMAN KATERINA I",316 BOBBY DR,Unincorporated (000),027J B 01501 000,20-A,12/19/2025,"$640,000",,,,,,640000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BECK RENEE,6057 SUNRISE CIR,Franklin (263264),053 09906C009,6057,9/29/2025,"$540,000",,,,,,540000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BECK ROBERT JOAN &
BECK SANDY TILTON",6031 CONGRESS DR,Franklin (263967),077J C 03200 000,2671,3/24/2025,"$2,396,520",,,,,,2396520.0,Williamson,2026-01-20,2026-01-20 23:01:29
BECKWITH FAM TRUST,1841 GREY POINTE DR,Brentwood (086),061E A 02000 000,0063,11/17/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEDARD COMM PROP TRUST,9128 OLD SMYRNA RD,Brentwood (086),011 06302 000,0002,4/15/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEDELEY RUDOLPH T &
BEDELEY MARY",7296 ORRINSHIRE DR,Fairview (255),021L A 01100 000,0011,8/8/2025,"$994,330",,,,,,994330.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEDFORD BARBARA &
BEDFORD HENRY EDWARD III",115 LEWISBURG AVE,Franklin (263264),078F F 03700 000,,8/14/2025,"$1,760,000",,,,,,1760000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEDNAR BRANDON M &
GLASSMAN KAYLOR JANE",5030 PENBROOK DR,Franklin (263967),052H D 02100 000,1029,7/29/2025,"$715,000",,,,,,715000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEEBER JOSHUA A &
BEEBER LAUREN",2957 STEWART CAMPBELL PT,Spring Hill (701),166A E 00500 000,0247,11/14/2025,"$710,000",,,,,,710000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEEBU TRUST,848 SNEED RD W,Unincorporated (000),014 01600 000,,4/29/2025,"$1,100,000",,,,,,1100000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEEMER CATHERINE STEVENSON,2978 POLO CLUB RD,Unincorporated (000),006J C 00800 000,0402,10/31/2025,"$1,450,000",,,,,,1450000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEER DAVID &
KIMBERLY LIV TRUST",8535 HEIRLOOM BLVD,Unincorporated (000),142K A 00800 000,7008,9/23/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEESON ADRIANA B ETAL,1002 JOHN CLARK CT,Franklin (263967),080G B 04500 000,0045,5/22/2025,"$730,000",,,,,,730000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEHNAMNIA STEVEN &
ANDERSON JILL",105 ALPINE CT,Franklin (263967),052M A 01000 000,0103,10/22/2025,"$1,625,000",,,,,,1625000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEHNEN FAM TRUST,2095 EUCALYPTUS WAY,Nolensville (535),033N A 00900 000,0138,3/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEHNKE LEGACY TRUST,9497 WATERFALL RD,Brentwood (086),055H E 00600 000,0153,7/24/2025,"$1,050,000",,,,,,1050000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEHRENS JEREMY &
BEHRENS JENNIFER",494 BEAUCHAMP CIR,Franklin (263967),061I D 03900 000,0007,8/6/2025,"$1,050,000",,,,,,1050000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BEHSERESHT FAM REV TRUST,4221 CARROLTON DR,Unincorporated (000),088 08116 000,0129,3/19/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEIKERT ROBERT C SR &
GRACE A REV TRUST",2219 FALCON CREEK DR,Franklin (263967),089C C 03000 000,0203,3/13/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BEJARANO ROBERT LIV TRUST &
BEJARANO MARISA J L LIV TRUST",9584 MULLENS RD,Unincorporated (000),109 01300 000,,8/6/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELBECK JOSHUA G &
BELBECK AMY A",100 FAIRMONT DR,Franklin (263264),063P B 03400 000,0008,10/31/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELCHER FAM TRUST,1484 KELLYWOOD DR,Brentwood (086),035O F 04000 000,,3/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELD CARRIE,407 FLOWERWOOD CT,Brentwood (086),053C A 00100C026,2-B,5/9/2025,"$415,000",,,,,,415000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELEW 2024 TRUST,2045 EMERY LN,Franklin (263264),079J A 01300C032,2045,4/25/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELLA JUAN,1003 LOWREY PL,Spring Hill (701),167M K 02900 000,0028,9/5/2025,"$360,000",,,,,,360000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELLAMKONDA FAM REV LIV TRUST,4073 ADDIEFRANCES DR,Nolensville (535),058C D 07200 000,0072,12/26/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELLAMY BROOKE &
BELLAMY LEON BLAKE JR",1029 WISEMAN FARM RD,Fairview (255),047O B 02300 000,0241,8/18/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELLA TRUST,1006 SHANNON LN,Unincorporated (000),089P A 01500 000,0026,6/27/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELL CALEB &
BETH REV TRUST",4005 FREMANTLE CIR,Spring Hill (701),166B A 03700 000,0070,5/14/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELLE MEADE TITLE &
ESCROW CORP",6575 SUNNY SIDE CT,Unincorporated (000),013K A 00600 000,0050,7/14/2025,"$589,000",,,,,,589000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELLETETE CHAD EVERETT &
BELLETETE ERICA NICOLE",7744 SECOND FIDDLE WAY,Unincorporated (000),114B B 02100 000,0221,10/20/2025,"$937,500",,,,,,937500.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELL ETHAN,2052 HEMLOCK DR,Spring Hill (701),167D P 00200 000,0087,10/27/2025,"$325,000",,,,,,325000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELLEVUE PROP LLC,704 DAVIS DR,Brentwood (086),029C B 02100 000,0098,7/10/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELLI MARIANNA H 2006 LIV TRUST,137 CAVALRY DR,Franklin (263967),090E D 00100 000,0069,6/25/2025,"$690,000",,,,,,690000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELLINGER GIULIANA &
BELLINGER KEVIN",2017 BUNGALOW DR,Thompson's Station (718),132I H 00100C020,602,12/29/2025,"$460,000",,,,,,460000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELL JACKSON ETAL,2049 BELSHIRE WAY,Spring Hill (701),167G A 02000 000,0136,3/12/2025,"$710,000",,,,,,710000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELL JULIE LYNN REV TRUST,6279 MEEKS RD,Unincorporated (000),135 00305 000,0006,7/8/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELL MICHAEL BRANT &
BELL JENNIFER W",2988 AMERICUS DR,Thompson's Station (718),132I B 00500 000,0030,10/17/2025,"$900,000",,,,,,900000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELL NOAH &
BELL AUDRA",7261 KINGSTON RD,Unincorporated (000),002 01406 000,,9/30/2025,"$450,000",,,,,,450000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELLOWS DIANE LOUISE,6855 MANOR DR,Unincorporated (000),135L A 04300 000,,11/5/2025,"$915,000",,,,,,915000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BELL VANCE &
BELL JENNIFER",413 VERANDAH LN,Franklin (263967),077E D 08427 000,0301,11/18/2025,"$805,000",,,,,,805000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELL WILLIAM BRYAN FAM TRUST,2135 HARTLAND RD,Unincorporated (000),037F B 00600 000,0006,2/7/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BELTRAN BEVERLY REV TRUST,5454 PINEWOOD RD,Unincorporated (000),093 00600 000,,7/17/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BENADERET FRANCIS R JR &
BENADERET REBECCA",5029 LONE OAK PVT TRL,Unincorporated (000),074 00303 000,0004,6/3/2025,"$4,000,000",,,,,,4000000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENADERET REBECCA,118 BREVET DR,Franklin (263264),062P E 02700 000,0134,10/14/2025,"$390,000",,,,,,390000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENDER LIV TRUST,1937 BURKE HOLLOW RD,Unincorporated (000),082 01801 000,,1/22/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENDER-OSTEEN COMM PROP TRUST,29 GOVERNORS WAY,Brentwood (086),034J B 00500 000,0165,11/13/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BENDET MATTHEW &
BENDET ALEXIS",8029 ATLEE CT,Unincorporated (000),108P A 03800 000,0338,3/18/2025,"$1,116,098",,,,,,1116098.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENEDICT FAM TRUST,7028 CRIMSON LEAF LN,Unincorporated (000),135M B 00800 000,0313,3/18/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BENEDICT MARTY GANE &
BENEDICT NAN HELENE",7244 MURREL DR,Unincorporated (000),134E C 01300 000,0413,11/5/2025,"$1,615,055",,,,,,1615055.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENGE-CASTELLI JOINT REV TRUST,601 CATTAIL LN,Unincorporated (000),117H A 01600 000,0218,3/18/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENGERT COLE,212 AUDREY DR,Spring Hill (701),167D Q 02700 000,,5/30/2025,"$445,000",,,,,,445000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BENHAM DAVID &
BENHAM LORI",4000 GRACE CREEK VALLEY PVT LN,Unincorporated (000),148 03801 000,TR1,6/3/2025,"$2,500,000",,,,,,2500000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENJAMIN LIVING TRUST,5115 VICTORIA CV,Brentwood (086),036F B 01500 000,0078,2/20/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BENJAMIN ROBERT &
BENJAMIN HANNA",7283 ORRINSHIRE DR,Fairview (255),021L A 02100 000,0021,9/30/2025,"$1,149,900",,,,,,1149900.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENNETT FAM REV TRUST,1411 WILLOWBROOKE CIR,Unincorporated (000),014D A 01101 000,1302,12/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BENNETT FAM TRUST,228 DOBSON BRANCH CT,Nolensville (535),059D A 01400 000,0012,6/23/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
